;vorname;anzahl;geschlecht;position
CW;Gudrun;1;w;2
CW;Fidelius;1;m;2
CW;Günay;1;w;2
CW;Filip;1;m;2
CW;Güzel;1;w;2
CW;Fionn;1;m;2
CW;Gūl;1;w;2
CW;Flynn;1;m;2
CW;Haeri;1;w;2
CW;Francis;1;m;2
CW;Hai;1;w;2
CW;Francisco;1;m;2
CW;Hailey;1;w;2
CW;Frans;1;m;2
CW;Hana;1;w;2
CW;Franziskus;1;m;2
CW;Hao-Yan;1;w;2
CW;Friedemann;1;m;2
CW;Hasret;1;w;2
CW;Frieder;1;m;2
CW;Havva;1;w;2
CW;Friedo;1;m;2
CW;Hayal;1;w;2
CW;Gareth;1;m;2
CW;Hayat;1;w;2
CW;Gerd;1;m;2
CW;Hayki;1;w;2
CW;Gert;1;m;2
CW;Hedija;1;w;2
CW;Gia;1;m;2
CW;Hedwig;1;w;2
CW;Gilbert;1;m;2
CW;Heidi;1;w;2
CW;Gilles;1;m;2
CW;Heidrun;1;w;2
CW;Girsch;1;m;2
CW;Heike;1;w;2
CW;Gottfried;1;m;2
CW;Heinicke;1;w;2
CW;Gravich;1;m;2
CW;Heli;1;w;2
CW;Gregor;1;m;2
CW;Helma;1;w;2
CW;Grigor;1;m;2
CW;Henny;1;w;2
CW;Gyuri;1;m;2
CW;Holly;1;w;2
CW;Göktürk;1;m;2
CW;Hope;1;w;2
CW;Güney;1;m;2
CW;Huitzil;1;w;2
CW;Günter;1;m;2
CW;Huyền;1;w;2
CW;Habib;1;m;2
CW;Hâtun;1;w;2
CW;Hafid;1;m;2
CW;Idel;1;w;2
CW;Halil;1;m;2
CW;Ilayda;1;w;2
CW;Halis;1;m;2
CW;Ilima;1;w;2
CW;Hamit;1;m;2
CW;Ilona;1;w;2
CW;Han;1;m;2
CW;Ilsa;1;w;2
CW;Hannes;1;m;2
CW;Ilse;1;w;2
CW;Hanno;1;m;2
CW;İman;1;w;2
CW;Hao;1;m;2
CW;Imani;1;w;2
CW;Harry;1;m;2
CW;Imogen;1;w;2
CW;Hassan;1;m;2
CW;Inka;1;w;2
CW;Hauke;1;m;2
CW;Inés;1;w;2
CW;Hazir;1;m;2
CW;Irem;1;w;2
CW;Heiko;1;m;2
CW;Irina;1;w;2
CW;Heiner;1;m;2
CW;Irini;1;w;2
CW;Heinrich;1;m;2
CW;Iris;1;w;2
CW;Heinz;1;m;2
CW;Isabelle;1;w;2
CW;Henning;1;m;2
CW;Ivankova;1;w;2
CW;Henrik;1;m;2
CW;Iwona;1;w;2
CW;Herbert;1;m;2
CW;Jade;1;w;2
CW;Hermann;1;m;2
CW;Jannah;1;w;2
CW;Herrmann;1;m;2
CW;Janne;1;w;2
CW;Hillel;1;m;2
CW;Jeanika;1;w;2
CW;Horst;1;m;2
CW;Jeanne;1;w;2
CW;Hosseyn;1;m;2
CW;Jette;1;w;2
CW;Hubert;1;m;2
CW;Jilda;1;w;2
CW;Husnija;1;m;2
CW;Jingyi;1;w;2
CW;Huu;1;m;2
CW;Joan;1;w;2
CW;Huy;1;m;2
CW;Joana;1;w;2
CW;Héctor;1;m;2
CW;Johanne;1;w;2
CW;Iae;1;m;2
CW;Joline;1;w;2
CW;Igorevič;1;m;2
CW;Jordan;1;w;2
CW;Ihsan;1;m;2
CW;Jorina;1;w;2
CW;Ilane;1;m;2
CW;Josefin;1;w;2
CW;Iluka;1;m;2
CW;Josefina;1;w;2
CW;Ilyas;1;m;2
CW;Julika;1;w;2
CW;Immanuel;1;m;2
CW;June;1;w;2
CW;Imran;1;m;2
CW;Juni;1;w;2
CW;Imre;1;m;2
CW;Juno;1;w;2
CW;Ioannis;1;m;2
CW;Justine;1;w;2
CW;Isa;1;m;2
CW;Jutta;1;w;2
CW;Isaac;1;m;2
CW;Kalunga;1;w;2
CW;Isaiah;1;m;2
CW;Kamila;1;w;2
CW;Isidor;1;m;2
CW;Karen;1;w;2
CW;Ismail;1;m;2
CW;Karin;1;w;2
CW;Ismar;1;m;2
CW;Karina;1;w;2
CW;Ivan;1;m;2
CW;Karla;1;w;2
CW;Izzatovič;1;m;2
CW;Karlotta;1;w;2
CW;Izzet;1;m;2
CW;Karoline;1;w;2
CW;Jaan;1;m;2
CW;Katelyn;1;w;2
CW;Jace;1;m;2
CW;Kateniss;1;w;2
CW;Jack;1;m;2
CW;Kateri;1;w;2
CW;Jackson;1;m;2
CW;Katherine;1;w;2
CW;Jacobsen;1;m;2
CW;Kathleen;1;w;2
CW;Jacoub;1;m;2
CW;Kathrin;1;w;2
CW;Jae-Young;1;m;2
CW;Katrine;1;w;2
CW;James;1;m;2
CW;Kayla;1;w;2
CW;Jan;1;m;2
CW;Keisly;1;w;2
CW;Janik;1;m;2
CW;Kemeng;1;w;2
CW;Jannes;1;m;2
CW;Kendra;1;w;2
CW;Jannis;1;m;2
CW;Kenza;1;w;2
CW;Jayce;1;m;2
CW;Kersti;1;w;2
CW;Jeffrey;1;m;2
CW;Khiêm;1;w;2
CW;Jeremias;1;m;2
CW;Kim;1;w;2
CW;Jeremy;1;m;2
CW;Kira;1;w;2
CW;Jeroen;1;m;2
CW;Kıymet;1;w;2
CW;Jerome;1;m;2
CW;Klara;1;w;2
CW;Jincheng;1;m;2
CW;Klea;1;w;2
CW;Joan;1;m;2
CW;Konstantina;1;w;2
CW;Joangel;1;m;2
CW;Konstanze;1;w;2
CW;Joe;1;m;2
CW;Kristin;1;w;2
CW;Jonás;1;m;2
CW;Labrini;1;w;2
CW;Joos;1;m;2
CW;Laika;1;w;2
CW;Joost;1;m;2
CW;Lakota;1;w;2
CW;Joris;1;m;2
CW;Lale;1;w;2
CW;Josiah;1;m;2
CW;Larissa;1;w;2
CW;Josuèl;1;m;2
CW;Latifa;1;w;2
CW;Josué;1;m;2
CW;Lavi;1;w;2
CW;Joël;1;m;2
CW;Leah;1;w;2
CW;Juan;1;m;2
CW;Leah-María;1;w;2
CW;Jules;1;m;2
CW;Lefey;1;w;2
CW;Jürgen;1;m;2
CW;Leia;1;w;2
CW;Kai;1;m;2
CW;Leni;1;w;2
CW;Kaito;1;m;2
CW;Leona;1;w;2
CW;Kaled;1;m;2
CW;Leondia;1;w;2
CW;Kalinov;1;m;2
CW;Leonor;1;w;2
CW;Kalunga;1;m;2
CW;Leonora;1;w;2
CW;Kanye;1;m;2
CW;Leonore;1;w;2
CW;Karam;1;m;2
CW;Letitzia;1;w;2
CW;Kareem;1;m;2
CW;Levia;1;w;2
CW;Karl-Heinz;1;m;2
CW;Leyla;1;w;2
CW;Karlos;1;m;2
CW;Lian;1;w;2
CW;Karol;1;m;2
CW;Lieselotte;1;w;2
CW;Kartal;1;m;2
CW;Lili;1;w;2
CW;Kasimir;1;m;2
CW;Lilli;1;w;2
CW;Kaspar;1;m;2
CW;Lilly;1;w;2
CW;Kay;1;m;2
CW;Lilotta;1;w;2
CW;Keano;1;m;2
CW;Lilou;1;w;2
CW;Keke;1;m;2
CW;Lilu;1;w;2
CW;Kekeli;1;m;2
CW;Lily;1;w;2
CW;Kelvin;1;m;2
CW;Linda;1;w;2
CW;Kentaro;1;m;2
CW;Lionelle;1;w;2
CW;Kewali;1;m;2
CW;Lisa;1;w;2
CW;Khoa;1;m;2
CW;Lisbeth;1;w;2
CW;Khoi;1;m;2
CW;Loreen;1;w;2
CW;Kian;1;m;2
CW;Loreley;1;w;2
CW;Kilian;1;m;2
CW;Lorena;1;w;2
CW;Kinyüa;1;m;2
CW;Loris;1;w;2
CW;Kirill;1;m;2
CW;Lotti;1;w;2
CW;Klaudius;1;m;2
CW;Lousia;1;w;2
CW;Klaus;1;m;2
CW;Lovis;1;w;2
CW;Klemens;1;m;2
CW;Lovisa;1;w;2
CW;Krasimirov;1;m;2
CW;Lu;1;w;2
CW;Kubilay;1;m;2
CW;Luca;1;w;2
CW;Kuno;1;m;2
CW;Lucienne;1;w;2
CW;Kurbanov;1;m;2
CW;Lucija;1;w;2
CW;Kwame;1;m;2
CW;Lucy;1;w;2
CW;Lai-Lok;1;m;2
CW;Luke;1;w;2
CW;Lars;1;m;2
CW;Luna;1;w;2
CW;Laurenz;1;m;2
CW;Lund;1;w;2
CW;Lee;1;m;2
CW;Lydia;1;w;2
CW;Leif;1;m;2
CW;Lykke;1;w;2
CW;Leighton;1;m;2
CW;Lyra;1;w;2
CW;Leisten;1;m;2
CW;Lysanne;1;w;2
CW;Lelio;1;m;2
CW;Madeleine;1;w;2
CW;Lenard;1;m;2
CW;Madjé;1;w;2
CW;Lenart;1;m;2
CW;Madlaina;1;w;2
CW;Lenin;1;m;2
CW;Maeve;1;w;2
CW;Lennart;1;m;2
CW;Mafalda;1;w;2
CW;Lennert;1;m;2
CW;Magnolia;1;w;2
CW;Lennox;1;m;2
CW;Magomedovna;1;w;2
CW;Leonas;1;m;2
CW;Maia;1;w;2
CW;Leonel;1;m;2
CW;Maika;1;w;2
CW;Leonid;1;m;2
CW;Malena;1;w;2
CW;Levan;1;m;2
CW;Mali;1;w;2
CW;Levani;1;m;2
CW;Maliah;1;w;2
CW;Levent;1;m;2
CW;Malii;1;w;2
CW;Lewin;1;m;2
CW;Malika;1;w;2
CW;Lias;1;m;2
CW;Malov;1;w;2
CW;Liem;1;m;2
CW;Malva;1;w;2
CW;Lion;1;m;2
CW;Mandy;1;w;2
CW;Loki;1;m;2
CW;Mara;1;w;2
CW;Long;1;m;2
CW;Marceline;1;w;2
CW;Lovis;1;m;2
CW;Mareen;1;w;2
CW;Loïc;1;m;2
CW;Margaretha;1;w;2
CW;Luciano;1;m;2
CW;Mari;1;w;2
CW;Lucien;1;m;2
CW;Mariam;1;w;2
CW;Lucky-Seven;1;m;2
CW;Mariama;1;w;2
CW;Luiz;1;m;2
CW;Mariann;1;w;2
CW;Luk;1;m;2
CW;Marianne;1;w;2
CW;Luka;1;m;2
CW;Maribel;1;w;2
CW;Lutfi;1;m;2
CW;Mariechen;1;w;2
CW;Lyon;1;m;2
CW;Marietta;1;w;2
CW;Lèon;1;m;2
CW;Marika;1;w;2
CW;Lý;1;m;2
CW;Marion;1;w;2
CW;Mac;1;m;2
CW;Marley;1;w;2
CW;Maciej;1;m;2
CW;Marlie;1;w;2
CW;Mael;1;m;2
CW;Marta;1;w;2
CW;Mahmoud;1;m;2
CW;Martyna;1;w;2
CW;Malik;1;m;2
CW;Mary;1;w;2
CW;Marcellus;1;m;2
CW;María;1;w;2
CW;Marcus;1;m;2
CW;Mathea;1;w;2
CW;Maria;1;m;2
CW;Mathilde;1;w;2
CW;Marie;1;m;2
CW;Mattea;1;w;2
CW;Mario;1;m;2
CW;Matylda;1;w;2
CW;Marley;1;m;2
CW;Mavie;1;w;2
CW;Marten;1;m;2
CW;Maya;1;w;2
CW;Marwan;1;m;2
CW;Mayra;1;w;2
CW;Masamba;1;m;2
CW;Meena;1;w;2
CW;Massimiliano;1;m;2
CW;Melina;1;w;2
CW;Matheo;1;m;2
CW;Melis;1;w;2
CW;Mathies;1;m;2
CW;Melissa;1;w;2
CW;Mathis;1;m;2
CW;Meral;1;w;2
CW;Matin;1;m;2
CW;Meratuni;1;w;2
CW;Maximiliam;1;m;2
CW;Merrit;1;w;2
CW;Maximos;1;m;2
CW;Meyra;1;w;2
CW;Mazen;1;m;2
CW;Mieke;1;w;2
CW;Mehmet;1;m;2
CW;Milana;1;w;2
CW;Memet;1;m;2
CW;Milissa;1;w;2
CW;Meni;1;m;2
CW;Mimi;1;w;2
CW;Michèl;1;m;2
CW;Min;1;w;2
CW;Mika;1;m;2
CW;Mine;1;w;2
CW;Mikael;1;m;2
CW;Mingze;1;w;2
CW;Mikail;1;m;2
CW;Minna;1;w;2
CW;Mikesch;1;m;2
CW;Mirabelle;1;w;2
CW;Mikey;1;m;2
CW;Miranda;1;w;2
CW;Mikhailovič;1;m;2
CW;Mirjam;1;w;2
CW;Milan;1;m;2
CW;Miryam;1;w;2
CW;Miljan;1;m;2
CW;Mitzi;1;w;2
CW;Mio;1;m;2
CW;Miyoung;1;w;2
CW;Mir;1;m;2
CW;Mohamed;1;w;2
CW;Miron;1;m;2
CW;Mohammad;1;w;2
CW;Miyabi;1;m;2
CW;Mohammed;1;w;2
CW;Mohammad;1;m;2
CW;Moira;1;w;2
CW;Mohammed;1;m;2
CW;Momo;1;w;2
CW;Momme;1;m;2
CW;Mualla;1;w;2
CW;Monty;1;m;2
CW;Mucize;1;w;2
CW;Muammer;1;m;2
CW;Muriel;1;w;2
CW;Mugisha;1;m;2
CW;Muslimovna;1;w;2
CW;Muguluvila;1;m;2
CW;Mutende;1;w;2
CW;Muhammad;1;m;2
CW;My;1;w;2
CW;Musa;1;m;2
CW;Nadine;1;w;2
CW;Musawar;1;m;2
CW;Naemi;1;w;2
CW;Nader;1;m;2
CW;Nahide;1;w;2
CW;Nadi;1;m;2
CW;Najma;1;w;2
CW;Nahuel;1;m;2
CW;Nancy;1;w;2
CW;Nalu;1;m;2
CW;Nanny;1;w;2
CW;Nam;1;m;2
CW;Narelle;1;w;2
CW;Nami;1;m;2
CW;Natalie;1;w;2
CW;Namik;1;m;2
CW;Nayra;1;w;2
CW;Nana;1;m;2
CW;Nefeli;1;w;2
CW;Nanasei;1;m;2
CW;Nella;1;w;2
CW;Nantawat;1;m;2
CW;Nevresa;1;w;2
CW;Nathan;1;m;2
CW;Ngozi;1;w;2
CW;Nathanael;1;m;2
CW;Nidia;1;w;2
CW;Nathanaël;1;m;2
CW;Nikita;1;w;2
CW;Nathaniel;1;m;2
CW;Nil;1;w;2
CW;Nawaf;1;m;2
CW;Nira;1;w;2
CW;Nawid;1;m;2
CW;Nirina;1;w;2
CW;Nazmi;1;m;2
CW;Noemi;1;w;2
CW;Ndifor;1;m;2
CW;Norma;1;w;2
CW;Necip;1;m;2
CW;Noée;1;w;2
CW;Nero;1;m;2
CW;Noémie;1;w;2
CW;Neville;1;m;2
CW;Nyah;1;w;2
CW;Nevio;1;m;2
CW;Nyamekye;1;w;2
CW;Nhật;1;m;2
CW;Ocean;1;w;2
CW;Niam;1;m;2
CW;Ohema;1;w;2
CW;Nicolás;1;m;2
CW;Ohomwen;1;w;2
CW;Nidal;1;m;2
CW;Olga;1;w;2
CW;Niko;1;m;2
CW;Oludarasimi;1;w;2
CW;Nikolaevič;1;m;2
CW;Ophelia;1;w;2
CW;Nikolaj;1;m;2
CW;Orkhan;1;w;2
CW;Nikolas;1;m;2
CW;Orli;1;w;2
CW;Nilay;1;m;2
CW;Osama;1;w;2
CW;Nissim;1;m;2
CW;Osifo;1;w;2
CW;Njeimoun;1;m;2
CW;Oxana;1;w;2
CW;Noa;1;m;2
CW;Palina;1;w;2
CW;Noem;1;m;2
CW;Paloma;1;w;2
CW;Nolan;1;m;2
CW;Panagiota;1;w;2
CW;Noyo;1;m;2
CW;Paquita;1;w;2
CW;Nuh;1;m;2
CW;Patrizia;1;w;2
CW;Nuk;1;m;2
CW;Penélope;1;w;2
CW;Nuri;1;m;2
CW;Peppy;1;w;2
CW;Nyamekye;1;m;2
CW;Perin;1;w;2
CW;Nylund;1;m;2
CW;Phương;1;w;2
CW;Oke;1;m;2
CW;Phương-Liên;1;w;2
CW;Omar;1;m;2
CW;Pillmeier;1;w;2
CW;Omondi;1;m;2
CW;Pip;1;w;2
CW;oğlu;1;m;2
CW;Pius;1;w;2
CW;Pars;1;m;2
CW;Preeyada;1;w;2
CW;Parvin;1;m;2
CW;Priscilla;1;w;2
CW;Pascal;1;m;2
CW;Quynh;1;w;2
CW;Paul-Josef;1;m;2
CW;Radžabovna;1;w;2
CW;Paweł;1;m;2
CW;Rae;1;w;2
CW;Petrovič;1;m;2
CW;Rahma;1;w;2
CW;Phelan;1;m;2
CW;Rania;1;w;2
CW;Philippe;1;m;2
CW;Raphaela;1;w;2
CW;Pierre;1;m;2
CW;Rashel;1;w;2
CW;Piers;1;m;2
CW;Rebecca;1;w;2
CW;Pio;1;m;2
CW;Reisel;1;w;2
CW;Plamenov;1;m;2
CW;Renata;1;w;2
CW;Polat;1;m;2
CW;Rhoda;1;w;2
CW;Preston;1;m;2
CW;River;1;w;2
CW;Primo;1;m;2
CW;Robyn;1;w;2
CW;Quang;1;m;2
CW;Rojin;1;w;2
CW;Quentin;1;m;2
CW;Romania;1;w;2
CW;Radoslaw;1;m;2
CW;Ronya;1;w;2
CW;Raif;1;m;2
CW;Rosa-Luise;1;w;2
CW;Ramazan;1;m;2
CW;Rosali;1;w;2
CW;Raphaël;1;m;2
CW;Rosalia;1;w;2
CW;Rashwan;1;m;2
CW;Rosalina;1;w;2
CW;Rathanachod;1;m;2
CW;Rosie;1;w;2
CW;Rauf;1;m;2
CW;Runa;1;w;2
CW;Raul;1;m;2
CW;Saida;1;w;2
CW;Ray;1;m;2
CW;Sakine;1;w;2
CW;Raymond;1;m;2
CW;Sakura;1;w;2
CW;Reda;1;m;2
CW;Saleh;1;w;2
CW;Reiner;1;m;2
CW;Salome;1;w;2
CW;René;1;m;2
CW;Salvina;1;w;2
CW;Reto;1;m;2
CW;Samiel;1;w;2
CW;Rey;1;m;2
CW;Samira;1;w;2
CW;Rick;1;m;2
CW;Samuela;1;w;2
CW;Rida;1;m;2
CW;Sande;1;w;2
CW;Rio;1;m;2
CW;Saphira;1;w;2
CW;Rizal;1;m;2
CW;Sarolta;1;w;2
CW;Roberto;1;m;2
CW;Sascha;1;w;2
CW;Rodolfo;1;m;2
CW;Sawyer;1;w;2
CW;Roland;1;m;2
CW;Seah;1;w;2
CW;Rolf;1;m;2
CW;Selene;1;w;2
CW;Romeo;1;m;2
CW;Selina;1;w;2
CW;Romualdo;1;m;2
CW;Selma;1;w;2
CW;Rosenov;1;m;2
CW;Semiha;1;w;2
CW;Ryan;1;m;2
CW;Seraphina;1;w;2
CW;Ryszard;1;m;2
CW;Setareh;1;w;2
CW;Ryu;1;m;2
CW;Shanice;1;w;2
CW;Sabri;1;m;2
CW;Shevin;1;w;2
CW;Saeed;1;m;2
CW;Shweda;1;w;2
CW;Sai-Ming;1;m;2
CW;Sibylle;1;w;2
CW;Saint;1;m;2
CW;Sidonia;1;w;2
CW;Sakari;1;m;2
CW;Sina;1;w;2
CW;Salim;1;m;2
CW;Sinikka;1;w;2
CW;Salvatore;1;m;2
CW;Siri;1;w;2
CW;Samir;1;m;2
CW;Smilga;1;w;2
CW;Samiro;1;m;2
CW;Sofija;1;w;2
CW;San;1;m;2
CW;Sol;1;w;2
CW;Sander;1;m;2
CW;Solveig;1;w;2
CW;Santo;1;m;2
CW;Sommai;1;w;2
CW;Sarmad;1;m;2
CW;Sonja;1;w;2
CW;Sarp;1;m;2
CW;Souad;1;w;2
CW;Sascha;1;m;2
CW;Stefanie;1;w;2
CW;Savio;1;m;2
CW;Steffi;1;w;2
CW;Sebastián;1;m;2
CW;Stephanie;1;w;2
CW;Selim;1;m;2
CW;Sua;1;w;2
CW;Septimus;1;m;2
CW;Suar;1;w;2
CW;Serkan;1;m;2
CW;Sue;1;w;2
CW;Seyid;1;m;2
CW;Suela;1;w;2
CW;Seyit;1;m;2
CW;Sumeja;1;w;2
CW;Sharif;1;m;2
CW;Tabea;1;w;2
CW;Shiwa;1;m;2
CW;Tahnee;1;w;2
CW;Shlomo;1;m;2
CW;Taima;1;w;2
CW;Sian;1;m;2
CW;Takhmurasovna;1;w;2
CW;Sigi;1;m;2
CW;Talitha;1;w;2
CW;Simeon;1;m;2
CW;Tanja;1;w;2
CW;Sinos;1;m;2
CW;Tarja;1;w;2
CW;Snorradóttir;1;m;2
CW;Theresia;1;w;2
CW;Stanko;1;m;2
CW;Trudi;1;w;2
CW;Stefanov;1;m;2
CW;Tue;1;w;2
CW;Steven;1;m;2
CW;Tuệ;1;w;2
CW;Stuart;1;m;2
CW;Ukumi;1;w;2
CW;Sulaiman;1;m;2
CW;Uma;1;w;2
CW;Sven;1;m;2
CW;Umay;1;w;2
CW;Sydney;1;m;2
CW;Ursula;1;w;2
CW;Syed;1;m;2
CW;Vaiana;1;w;2
CW;Szymon;1;m;2
CW;Valentijna;1;w;2
CW;Sükrü;1;m;2
CW;Valentine;1;w;2
CW;Tadeusz;1;m;2
CW;Valentyna;1;w;2
CW;Takiri;1;m;2
CW;Vannin;1;w;2
CW;Talbot;1;m;2
CW;Vendetta;1;w;2
CW;Tamino;1;m;2
CW;Vera;1;w;2
CW;Tamo;1;m;2
CW;Veronika;1;w;2
CW;Tanselov;1;m;2
CW;Vi;1;w;2
CW;Tayfun;1;m;2
CW;Vilma;1;w;2
CW;Taylan;1;m;2
CW;Virginia;1;w;2
CW;Teodor;1;m;2
CW;Vivien;1;w;2
CW;Teoman;1;m;2
CW;Volodymyrivna;1;w;2
CW;Tesfa;1;m;2
CW;Vy;1;w;2
CW;Thales;1;m;2
CW;Wael;1;w;2
CW;Thanh;1;m;2
CW;Wanda;1;w;2
CW;Theodore;1;m;2
CW;Willa;1;w;2
CW;Thorsten;1;m;2
CW;Wilma;1;w;2
CW;Tiberius;1;m;2
CW;Wolke;1;w;2
CW;Tiger;1;m;2
CW;Won;1;w;2
CW;Timmo;1;m;2
CW;Władysława;1;w;2
CW;Timothy;1;m;2
CW;Xatun;1;w;2
CW;Tino;1;m;2
CW;Xiaoxi;1;w;2
CW;Tito;1;m;2
CW;Xuan;1;w;2
CW;Tiziano;1;m;2
CW;Yağmur;1;w;2
CW;Tobit;1;m;2
CW;Yi;1;w;2
CW;Toivo;1;m;2
CW;Yıldız;1;w;2
CW;Tomasz;1;m;2
CW;Yinuo;1;w;2
CW;Tonalli;1;m;2
CW;Ylfa;1;w;2
CW;Travis;1;m;2
CW;Ylva;1;w;2
CW;Trinh;1;m;2
CW;Ylvi;1;w;2
CW;Tsanga;1;m;2
CW;Yu;1;w;2
CW;Tyler;1;m;2
CW;Yue;1;w;2
CW;Ulrich;1;m;2
CW;Yue-Lin;1;w;2
CW;Ulrik;1;m;2
CW;Yumi;1;w;2
CW;Umar;1;m;2
CW;Yuna;1;w;2
CW;Vadimovič;1;m;2
CW;Yva;1;w;2
CW;Valentijn;1;m;2
CW;Zehra;1;w;2
CW;Valentino;1;m;2
CW;Zennure;1;w;2
CW;Valer'evič;1;m;2
CW;Zilan;1;w;2
CW;Vassili;1;m;2
CW;Zita;1;w;2
CW;Vassilios;1;m;2
CW;Ziza;1;w;2
CW;Veit;1;m;2
CW;Zoé;1;w;2
CW;Ventura;1;m;2
CW;Zümra;1;w;2
CW;Vigo;1;m;2
CW;Élaine;1;w;2
CW;Vito;1;m;2
CW;Şuheda;1;w;2
CW;Vladimir;1;m;2
CW;Şükran;1;w;2
CW;Volodimirovič;1;m;2
CW;Vova;1;m;2
CW;Walther;1;m;2
CW;Werner;1;m;2
CW;Winfried;1;m;2
CW;Wladyslaw;1;m;2
CW;Wolf;1;m;2
CW;Xavier;1;m;2
CW;Yacine;1;m;2
CW;Yahia;1;m;2
CW;Yan-Qing;1;m;2
CW;Yang;1;m;2
CW;Yann;1;m;2
CW;Yascha;1;m;2
CW;Yasir;1;m;2
CW;Yassine;1;m;2
CW;Yazmyratovitsch;1;m;2
CW;Yağiz;1;m;2
CW;Yichen;1;m;2
CW;Yigit;1;m;2
CW;Yilmaz;1;m;2
CW;Yinuo;1;m;2
CW;Yiğit;1;m;2
CW;Yoav;1;m;2
CW;Youssef;1;m;2
CW;Yuechen;1;m;2
CW;Yun;1;m;2
CW;Yunis;1;m;2
CW;Yunuo;1;m;2
CW;Yusuf;1;m;2
CW;Zabel;1;m;2
CW;Zacharias;1;m;2
CW;Zanyar;1;m;2
CW;Zeyd;1;m;2
CW;Zeynel;1;m;2
CW;Zhan;1;m;2
CW;Ziya;1;m;2
CW;Zlatan;1;m;2
CW;Zong;1;m;2
CW;Zoran;1;m;2
CW;Zuli;1;m;2
CW;Zygmunt;1;m;2
CW;Çetin;1;m;2
CW;Çınar;1;m;2
CW;Şahin;1;m;2
CW;Šarifovič;1;m;2
CW;Abigail;1;w;1
CW;Addison;1;w;1
CW;Adea;1;w;1
CW;Adela;1;w;1
CW;Adelie;1;w;1
CW;Adelina;1;w;1
CW;Adell;1;w;1
CW;Adja;1;w;1
CW;Adna;1;w;1
CW;Adrina;1;w;1
CW;Adubia;1;w;1
CW;Aelia;1;w;1
CW;Aarón;1;m;1
CW;Aiche;1;w;1
CW;Abdelkarim;1;m;1
CW;Aisha;1;w;1
CW;Achille;1;m;1
CW;Aiza;1;w;1
CW;Adar;1;m;1
CW;Ajanda;1;w;1
CW;Adin;1;m;1
CW;Alaina;1;w;1
CW;Adom;1;m;1
CW;Alana;1;w;1
CW;Adonis;1;m;1
CW;Alara;1;w;1
CW;Adriano;1;m;1
CW;Aldina;1;w;1
CW;Adriań;1;m;1
CW;Alea;1;w;1
CW;Afeni;1;m;1
CW;Aleksa;1;w;1
CW;Ahil;1;m;1
CW;Alena;1;w;1
CW;Aid;1;m;1
CW;Alessa;1;w;1
CW;Aiden;1;m;1
CW;Alesya;1;w;1
CW;Aineas;1;m;1
CW;Aliana;1;w;1
CW;Akın;1;m;1
CW;Alice;1;w;1
CW;Alaric;1;m;1
CW;Alicia;1;w;1
CW;Alaz;1;m;1
CW;Alira;1;w;1
CW;Aleandro;1;m;1
CW;Alissia;1;w;1
CW;Aleks;1;m;1
CW;Alix;1;w;1
CW;Aleksander;1;m;1
CW;Aljona;1;w;1
CW;Alex;1;m;1
CW;Ally;1;w;1
CW;Alexei;1;m;1
CW;Almira;1;w;1
CW;Alexey;1;m;1
CW;Almudena;1;w;1
CW;Alexis;1;m;1
CW;Alwina;1;w;1
CW;Alican;1;m;1
CW;Alya;1;w;1
CW;Alim;1;m;1
CW;Amal;1;w;1
CW;Aliyar;1;m;1
CW;Amalya;1;w;1
CW;Aljoscha;1;m;1
CW;Amanda;1;w;1
CW;Alois;1;m;1
CW;Ambra;1;w;1
CW;Alp;1;m;1
CW;Amielle;1;w;1
CW;Alperen;1;m;1
CW;Amila;1;w;1
CW;Altai;1;m;1
CW;Amilia;1;w;1
CW;Altay;1;m;1
CW;Amiya;1;w;1
CW;Alvi;1;m;1
CW;Amna;1;w;1
CW;Alvin;1;m;1
CW;Amélie;1;w;1
CW;Amadeo;1;m;1
CW;An-Sophie;1;w;1
CW;Amando;1;m;1
CW;Anahí;1;w;1
CW;Amaël;1;m;1
CW;Anastasia-Elena;1;w;1
CW;Amel;1;m;1
CW;Anastasia-Liya;1;w;1
CW;Amer;1;m;1
CW;Anaya;1;w;1
CW;Amine;1;m;1
CW;Anaïs;1;w;1
CW;Amirhossein;1;m;1
CW;Andrada;1;w;1
CW;Ammar;1;m;1
CW;Andreea;1;w;1
CW;Amoako;1;m;1
CW;Andrijana;1;w;1
CW;Amos;1;m;1
CW;Anela;1;w;1
CW;Andor;1;m;1
CW;Anesa;1;w;1
CW;Andrian;1;m;1
CW;Anett;1;w;1
CW;Andrija;1;m;1
CW;Angeliki;1;w;1
CW;Anno;1;m;1
CW;Anita;1;w;1
CW;Anselm;1;m;1
CW;Ann-Youvie;1;w;1
CW;Anthony;1;m;1
CW;Annabel;1;w;1
CW;Antoine;1;m;1
CW;Annemarie;1;w;1
CW;Anton-Emil;1;m;1
CW;Anni;1;w;1
CW;Antonin;1;m;1
CW;Anouk;1;w;1
CW;Antú;1;m;1
CW;Anqi;1;w;1
CW;Aodren;1;m;1
CW;Antea;1;w;1
CW;Aramis;1;m;1
CW;Anthea;1;w;1
CW;Ares;1;m;1
CW;Anuk;1;w;1
CW;Argad;1;m;1
CW;Apolena;1;w;1
CW;Arie;1;m;1
CW;Apolline;1;w;1
CW;Arijan;1;m;1
CW;Aria;1;w;1
CW;Ariton;1;m;1
CW;Ariana;1;w;1
CW;Arián;1;m;1
CW;Arina;1;w;1
CW;Arka;1;m;1
CW;Ariyana;1;w;1
CW;Arman;1;m;1
